"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"V20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73684299911838,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V21",0,0,0,0,-0.941301534883678,0,0,0,0.894617237849161,0,0,0,0,0,0,0.608633927535266,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75831160787493,0,0,0,0,0.898936916375533,0,0,0,0,0,0,0,0,0,0
"V22",0,0,0,0,0,0,0,-0.635068521136418,0,-0.547991194296628,0,-0.631431923131458,0,0.587515328894369,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.903448440483771,0,0,0,0,0,0,0,0,0,0,0,0
"V23",0,0,0,0,0,-0.81551820517052,-0.766632888931781,0,0,0,-0.665007493691519,0,0,0.96707114262972,-0.341335054370575,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0.926845323643647,0,0,0,0,-0.828544777701609,0,0,0.646545841707848,0,0,0,0,-0.695245986804366,0.59586474718526,0,0
"V24",0,0,0,0,0,0,0,0,0,0,0,0.998500834451988,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,-0.601453617797233,0,0,0,0,0,0,0,0,-0.809082334744744,0,0,0,0,0,0,0,0,0,0,0,0
"V25",0,0,0,0,0,0,0,0,-0.969522504485212,0,0,0,0.899781591491774,0,0,0,0.557116043753922,0,-0.864688034635037,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873338827630505
"V26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809683628729545,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,-0.522516169468872,0,0,0,0,-0.760305658797733,0,0,0,-0.567504073726013,0,0,0,0,0,0,0,0.634968307102099,0
"V27",1.82105944957584,0,0,0,-0.90226356475614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0.752909907489084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V28",0,0,-0.593825833522715,0,0,-0.561622271430679,-0.845210387953557,0,0,-0.672055654111318,-0.907765983138233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0.89326641894877,0,-0.843785563949496,0,0,0,0.824194403248839,0,0,0,0,0,0,0,0,0.586907732416876,0,0
"V29",0,0,0,-0.816828356357291,0,0,0,0,0,0,0.882182944216765,0,-0.746482912218198,0,0,0,0,0,0,0,0,0,0,-0.601453617797233,0,0,0.752909907489084,0,4.02558485477132,-0.528066304745153,0,-0.580919003812596,0,-0.966856589191593,0,0,-0.841562042012811,0,0,0,0,0,0,-0.987055160454474,0,0,0,0,0,0
"V30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.601803019060753,0,0,0,0,0,0,0,0,0,0,-0.528066304745153,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V31",0,0,0,0,0,0,-0.835662755183876,0,0,0,0,-0.989407346001826,0.864013637299649,0,-0.531104988534935,0,0,0.973188317846507,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0.514049857272767,0,-0.976708110189065,0,0,0,0,0,0,0,0,0,0,-0.794493826222606,0,0
"V32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567760100821033,0,0,0,0,0,0,0,0,-0.522516169468872,0,0,-0.580919003812596,0,0,4.02558485477132,0,0,0,0,0,0,0,0.663249887642451,0.676747355842963,0,0,0,0,0,0,0,0,0
"V33",0,0,0,0,0,0,0,0,0,0,0,0.980103187146597,0.988084209966473,0.727887331857346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89326641894877,0,0,0,0,4.02558485477132,0,0,0.565846239333041,0,0,0,0,0,0,0,0,0.754342544823885,-0.995366493123583,0,0,0,0
"V34",0,-0.983460219926201,0,0,0.94545816781465,-0.801339689525776,0,0,-0.749971025856212,0,0,-0.55254813504871,0,0,0,0,0,0,0,0,0,0,0.926845323643647,0,0,0,0,0,-0.966856589191593,0,0,0,0,4.02558485477132,0,0,0,0,0.933630614774302,0,0,0,0,0,0,-0.552365395822562,0,0,0,0
"V35",0,0,-0.73160953738261,0,0,0,0,0,-0.504156281240284,0,-0.633752825669944,0,0,-0.571357276290655,0,0,0,0,0,0,-0.75831160787493,0,0,0,0,0,0,-0.843785563949496,0,0,0.514049857272767,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V36",0,0,-0.660561136086471,0,-0.579308983171359,0,0,0,0,0,0,-0.715825439081527,0,-0.662508239969611,-0.881456092232838,0,0,0,-0.693712486536242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565846239333041,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0.976785167353228,0,0,0
"V37",0,0,0,0,-0.939030537148938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.760305658797733,0,0,-0.841562042012811,0,-0.976708110189065,0,0,0,0,0,4.02558485477132,0,0,0,-0.544729630229995,0.571968246717006,0,0,0,0,0,0,0,0
"V38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98829168220982,0,0,0,0,0,0,-0.903448440483771,0,-0.809082334744744,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0
"V39",0,0,0,0,0,0,-0.586071261321194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.828544777701609,0,0,0,0,0.824194403248839,0,0,0,0,0,0.933630614774302,0,0,0,0,4.02558485477132,0,0,0.510381329804659,0,0,0,0,0,0,0,0
"V40",0,0.68327963212505,0,0,0,0,0,0,0,0,0,0,0,0,-0.846566530992277,0.895951731130481,0,0,0,0,0.898936916375533,0,0,0,0,0,0,0,0,0,0,0.663249887642451,0,0,0,0,0,0,0,4.02558485477132,0,-0.64984640898183,0,0,0,0,0,0,0,0.773715142277069
"V41",0,0,0,-0.752033694298007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.567504073726013,0,0,0,0,0,0.676747355842963,0,0,0,0,-0.544729630229995,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0
"V42",0,0,0,0,0,0,0.625011542579159,0,0,0,0,0,0,0,0,0,-0.754988573258743,0,0,0,0,0,0.646545841707848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571968246717006,0,0.510381329804659,-0.64984640898183,0,4.02558485477132,0,0,0,1.1881173835136,0,0,0,0
"V43",-0.679649485973641,0,0,0.711534613743424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0.776772964163683
"V44",-0.59390336740762,0,0,0,0,0,0,0,0,0,-0.72803288733121,0,0,0,0.874860942480154,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.987055160454474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,-0.990321376826614,0,0,0,0,0
"V45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754342544823885,0,0,0,0,0,0,0,0,0,0,-0.990321376826614,4.02558485477132,0,0,0,0,0
"V46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.995366493123583,-0.552365395822562,0,0,0,0,0,0,0,1.1881173835136,0,0,0,4.02558485477132,0,0.984826864558272,0,1.46858102560509
"V47",0.960217877174728,-0.628104051225819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.695245986804366,0,0,0,0,0,0,0,0,0,0,0,0,0.976785167353228,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0
"V48",-0.615271729184315,0,0,0,0,0,0,0,0,0,-0.947298986720853,0,0,0,0,0,0,0,-0.981538772117347,0,0,0,0.59586474718526,0,0,0,0,0.586907732416876,0,0,-0.794493826222606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984826864558272,0,4.02558485477132,0,0
"V49",0,0,0,0.916727593285032,0,0,0,0,0,0,0.535266324877739,0,0,-0.55872840504162,0,0,0,0,0,0,0,0,0,0,0,0.634968307102099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0
"V50",0,0,0,0,0,0,-0.826782399555668,0,0,0,0,0,0,0.927518285810947,0,0,0,0,0,0,0,0,0,0,0.873338827630505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773715142277069,0,0,0.776772964163683,0,0,1.46858102560509,0,0,0,4.02558485477132
