"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"V20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156279161572456,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V21",0,0,0,0,0,0,0,0,0.894617237849161,0,0,0,0,0,0,0.608633927535266,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,-0.917125125881284,0,0,0,0,-0.75831160787493,0,0,0,0,0.898936916375533,0,0,0,0,0,0,0,0,0,0
"V22",0,0,0,0,0,0,0,0,0,-0.547991194296628,0,-0.631431923131458,0,0.587515328894369,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,-0.762901497655548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V23",0,0,0,0,0,0,0,0,0,0,0,0,0,0.96707114262972,0.555212131817825,0,0,-0.690304925199598,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0.926845323643647,0,0,0,0,-1.67278016498312,0,0,0,0,0,0,0,-0.695245986804366,0,0,0
"V24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,-0.601453617797233,0,0,0,0,0,0,0,0,-0.809082334744744,0,0,0,0,0,0,0,0,0,0,0,0.810610502492636
"V25",0,0,0,0,0,0,0,0,-0.969522504485212,0,0,0,0.899781591491774,0,0,0,0.557116043753922,0,-0.278853104449809,0,0,0,0,0,4.02558485477132,0,0,0,-0.729463064111769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V26",0,0.515760061098263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809683628729545,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,-0.760305658797733,0,0,0,0,0,0,0,0,0,0,0,0.634968307102099,0
"V27",0.825625498197041,0,0,0,0,0,0,0,0,0,0,0,0,0.508186038350686,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0.752909907489084,0,0,0,0,0,0,0,0,0,0,-0.990954465349205,0,0,0,0,0,-0.823282826109789,0,0,0,0
"V28",0,0,-0.593825833522715,0,0,-0.561622271430679,-0.845210387953557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,-0.843785563949496,0,0,0,0.824194403248839,0,0,0,0,0,0,0,0,0.586907732416876,0,0
"V29",0,0,0,-0.816828356357291,0,0,0,-0.547553557204083,0,0,0.882182944216765,0,-0.746482912218198,0,0,0,0,0,0,0,0,0,0,-0.601453617797233,-0.729463064111769,0,0.752909907489084,0,4.02558485477132,0,0,0.561491563101299,0,-0.966856589191593,0,0,-0.841562042012811,0,0,0,0,0,0,-0.987055160454474,0,0,0,0,0,0
"V30",0,-0.947155246860348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.601803019060753,0,0,-0.917125125881284,0,0,0,0,0,0,0,0,4.02558485477132,0,0.757586364867166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V31",0,0,0,0,0,0,-0.835662755183876,0,0,0,0,0,0.864013637299649,0,0,0,0,0.973188317846507,0,0,0,-0.762901497655548,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0.514049857272767,0,0,0,0,0,0,0,0,0,0,0,0,0.0889397710561752,0,0
"V32",0,0,0,0.668891485314816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561491563101299,0.757586364867166,0,4.02558485477132,0,0,0,0,0.863970030914061,0,0,0,0,0,0,0,-0.940325605450198,0,0,0,0,0
"V33",0,0,0,0,0,0,0,0,0,0,0,0.980103187146597,0.988084209966473,0.727887331857346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0.565846239333041,0,0,0,0,0,0,0,0,0.139781643869355,-0.995366493123583,0,0,0,0
"V34",0,-0.983460219926201,0,0,1.87456797482446,-0.801339689525776,0,0,-0.749971025856212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926845323643647,0,0,0,0,0,-0.966856589191593,0,0,0,0,4.02558485477132,0,0,0,0,0.933630614774302,0,0,0,0,0,0,0,0,0,0,0
"V35",0,0,-0.73160953738261,0,0,0,0,0,-0.504156281240284,0,-0.633752825669944,-0.928914379212074,0,0,0,0,0,0,0,0,-0.75831160787493,0,0,0,0,0,0,-0.843785563949496,0,0,0.514049857272767,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V36",0,0,-0.660561136086471,0,-0.579308983171359,-0.636454684194177,0,0,0,0,0,0,0,-0.662508239969611,-0.881456092232838,0,0,0,-0.693712486536242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565846239333041,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0.976785167353228,0,0,0
"V37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.760305658797733,0,0,-0.841562042012811,0,0,0.863970030914061,0,0,0,0,4.02558485477132,0,0,0,-0.544729630229995,0.571968246717006,0,0,0,0,0,0,0.99181048036553,0
"V38",0,0,-0.994049430359155,0,0,0,0,0,0,0,0,0,0,0,0.98829168220982,0,0,0,0,0,0,0,0,-0.809082334744744,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0.934628629591316,0,0
"V39",0,0,0.669072281336412,0,0,0,-0.586071261321194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67278016498312,0,0,0,0,0.824194403248839,0,0,0,0,0,0.933630614774302,0,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0,0,0
"V40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.846566530992277,0.895951731130481,0,0,0,0,0.898936916375533,0,0,0,0,0,-0.990954465349205,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,-0.64984640898183,0,0,0,0,0,0,0,0.773715142277069
"V41",0,0,-0.810449901851825,-0.752033694298007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.544729630229995,0,0,0,4.02558485477132,0,0,0,0,0,0,0,0,0
"V42",0,0,0,0,0,0.729561178362928,0,0,0,0,0,0,0,0,0,0,-0.754988573258743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571968246717006,0,0,-0.64984640898183,0,4.02558485477132,0,0,0,0.598677078844048,0,0,0,-0.533133518882096
"V43",0,0,0,0.711534613743424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,-0.7994246276794,0,0,0,0.776772964163683
"V44",-0.59390336740762,0,0,0,0,0,0,-0.614863129798323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.987055160454474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0.543195534963161,0,0,0
"V45",0,0,0,0,0,0.773794336128049,0.797454335959628,0,0,0,0,-0.775474635069259,0,0,0,0,0,0.957301573362201,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.940325605450198,0.139781643869355,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0,0,0,0,0
"V46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.823282826109789,0,0,0,0,0,-0.995366493123583,0,0,0,0,0,0,0,0,0.598677078844048,-0.7994246276794,0,0,4.02558485477132,0,0.984826864558272,0,0.620294488151558
"V47",0.960217877174728,-0.628104051225819,0,0,0,-0.671236103051342,0,0,0,0,0,0,0,0,0.752787364879623,0,0,0,0,0,0,0,-0.695245986804366,0,0,0,0,0,0,0,0,0,0,0,0,0.976785167353228,0,0,0,0,0,0,0,0.543195534963161,0,0,4.02558485477132,0,0,0
"V48",-0.615271729184315,0,0,0,0,0,0,0,0,0,-0.947298986720853,0,0,0,0,0,0,0,-0.981538772117347,0,0,0,0,0,0,0,0,0.586907732416876,0,0,0.0889397710561752,0,0,0,0,0,0,0.934628629591316,0,0,0,0,0,0,0,0.984826864558272,0,4.02558485477132,0,0
"V49",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55872840504162,0,0,0,0,0,0,0,0,0,0,0,0.634968307102099,0,0,0,0,0,0,0,0,0,0,0.99181048036553,0,0,0,0,0,0,0,0,0,0,0,4.02558485477132,0
"V50",0,0,0,0,0,0,-0.826782399555668,0,0,0,0,0,0,0.927518285810947,0,0,0,0,0,0,0,0,0,0.810610502492636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773715142277069,0,-0.533133518882096,0.776772964163683,0,0,0.620294488151558,0,0,0,4.02558485477132
